TOKEN_ID,TOKEN_NAME,TOKEN_ADDRESS,Background,Base Model,Desk,Monitor 1,Monitor 2,Monitor 3,Mouth,Hoodie,Favorite Programming Language,NUM_TRAITS,RARITY_SCORE,Rank
8240,Shadowy Super Coder #8240,10001.0,10091.817273736251,10577.41127326565,9695.618553702987,86597.40346320346,25646.154102564105,36043.2436036036,9805.882450980393,10031.090261759104,10083.677890916422,10001.0,228574.29887373195,13
3601,Shadowy Super Coder #3601,10001.0,10091.817273736251,9714.452311577312,10172.904902359642,144329.00577200577,1344.3548521505377,1298.5394482310937,10000.000099980003,10496.37957812992,10190.524808965867,10001.0,227639.97904713638,14
1977,Shadowy Super Coder #1977,10001.0,10332.644731404958,9714.452311577312,10172.904902359642,81185.06574675324,29635.555851851856,36043.2436036036,10000.000099980003,10341.19117038875,10190.524808965867,10001.0,227617.5832268852,15
5219,Shadowy Super Coder #5219,10001.0,10069.465518977147,9714.452311577312,10123.481882591093,86597.40346320346,25646.154102564105,35094.73719298246,10000.000099980003,10031.090261759104,10031.090261759104,10001.0,227309.87509539377,16
3753,Shadowy Super Coder #3753,10001.0,9894.153823325749,9714.452311577312,9695.618553702987,144329.00577200577,1355.2845663956641,1406.751068917018,10233.272048291386,10626.85943476413,10031.090261759104,10001.0,227288.4878407391,17
5758,Shadowy Super Coder #5758,10001.0,10069.465518977147,9714.452311577312,9695.618553702987,81185.06574675324,38102.85752380952,28991.30463768116,9805.882450980393,10031.090261759104,9629.344469047848,10001.0,227227.08147428872,18
2522,Shadowy Super Coder #2522,10001.0,10332.644731404958,9714.452311577312,10123.481882591093,144329.00577200577,1355.2845663956641,1347.0707205387207,10066.425221417068,8874.101765593115,10626.85943476413,10001.0,226771.32640628782,19
724,Shadowy Super Coder #724,10001.0,10091.817273736251,10046.203394937726,10026.062650360866,144329.00577200577,1370.606385748544,1332.2677455877456,9875.592515797787,9269.694253938833,10190.524808965867,10001.0,226533.77480107936,20
9943,Shadowy Super Coder #9943,10001.0,10069.465518977147,10046.203394937726,10026.062650360866,144329.00577200577,1344.3548521505377,1406.751068917018,9805.882450980393,9325.87421911422,9801.078000979911,10001.0,226156.6779284236,21
436,Shadowy Super Coder #436,10001.0,10069.465518977147,10046.203394937726,9695.618553702987,81185.06574675324,35094.73719298246,29635.555851851856,10066.425221417068,9325.87421911422,9940.36980719539,10001.0,225061.3155069321,22
5264,Shadowy Super Coder #5264,10001.0,10332.644731404958,10046.203394937726,10026.062650360866,86597.40346320346,28991.30463768116,28374.468368794325,9805.882450980393,8874.101765593115,9876.567690332773,10001.0,222926.63915328876,23
3287,Shadowy Super Coder #3287,10001.0,10091.817273736251,10046.203394937726,10123.481882591093,68366.37115516062,38102.85752380952,36043.2436036036,10066.425221417068,9325.87421911422,10083.677890916422,10001.0,222251.9521652865,24
4977,Shadowy Super Coder #4977,10001.0,10159.4719146775,10046.203394937726,10026.062650360866,76409.47364400305,37044.444814814815,28374.468368794325,10000.000099980003,9325.87421911422,10612.201697612732,10001.0,222000.20080429525,25
4621,Shadowy Super Coder #4621,10001.0,10080.629006248739,10046.203394937726,10026.062650360866,72164.50288600288,26672.000266666666,43019.355268817206,10066.425221417068,9889.262507415464,9629.344469047848,10001.0,221595.78567091445,26
7960,Shadowy Super Coder #7960,10001.0,9531.160758528682,10046.203394937726,10026.062650360866,81185.06574675324,28991.30463768116,31752.38126984127,10066.425221417068,9325.87421911422,10612.201697612732,10001.0,221538.67959624698,27
2141,Shadowy Super Coder #2141,10001.0,9766.624450737232,9714.452311577312,10026.062650360866,81185.06574675324,28991.30463768116,31752.38126984127,9875.592515797787,9593.324477268368,10031.090261759104,10001.0,220937.89832177633,28
8840,Shadowy Super Coder #8840,10001.0,9531.160758528682,10577.41127326565,9695.618553702987,76409.47364400305,28991.30463768116,36043.2436036036,9805.882450980393,9269.694253938833,10044.185679855394,10001.0,220369.97485555976,29
7851,Shadowy Super Coder #7851,10001.0,9766.624450737232,10577.41127326565,10172.904902359642,76409.47364400305,29635.555851851856,31752.38126984127,10066.425221417068,10496.37957812992,10612.201697612732,10001.0,219491.35788921843,30
8512,Shadowy Super Coder #8512,10001.0,9894.153823325749,10577.41127326565,10026.062650360866,68366.37115516062,34194.872136752136,35094.73719298246,10233.272048291386,10341.19117038875,9629.344469047848,10001.0,218359.41591957546,31
8322,Shadowy Super Coder #8322,10001.0,9766.624450737232,9714.452311577312,9695.618553702987,81185.06574675324,26672.000266666666,30309.09121212121,10066.425221417068,10626.85943476413,10190.524808965867,10001.0,218228.6620067057,32
2175,Shadowy Super Coder #2175,10001.0,9531.160758528682,10046.203394937726,10172.904902359642,86597.40346320346,27216.32680272109,24696.296543209875,10233.272048291386,9593.324477268368,10044.185679855394,10001.0,218133.07807037566,33
3691,Shadowy Super Coder #3691,10001.0,10332.644731404958,10046.203394937726,9695.618553702987,72164.50288600288,34194.872136752136,30309.09121212121,10066.425221417068,10685.897542735045,10626.85943476413,10001.0,218124.11511383817,34
1865,Shadowy Super Coder #1865,10001.0,10159.4719146775,9714.452311577312,10026.062650360866,72164.50288600288,31013.95379844961,35094.73719298246,9805.882450980393,8874.101765593115,10083.677890916422,10001.0,216938.84286154053,35
7596,Shadowy Super Coder #7596,10001.0,10091.817273736251,9714.452311577312,10123.481882591093,64948.052597402595,38102.85752380952,35094.73719298246,9875.592515797787,8874.101765593115,9876.567690332773,10001.0,216703.66075382291,36
9358,Shadowy Super Coder #9358,10001.0,9829.975528255527,9714.452311577312,10026.062650360866,81185.06574675324,25646.154102564105,27783.33361111111,10036.122917920931,10031.090261759104,10044.185679855394,10001.0,214298.44281015758,37
642,Shadowy Super Coder #642,10001.0,9531.160758528682,9714.452311577312,10026.062650360866,76409.47364400305,25646.154102564105,30309.09121212121,10233.272048291386,10163.60136165024,10626.85943476413,10001.0,212662.12752386098,38
2155,Shadowy Super Coder #2155,10001.0,10216.54759959142,9714.452311577312,10026.062650360866,76409.47364400305,24247.27296969697,32526.829593495935,9875.592515797787,9269.694253938833,10044.185679855394,10001.0,212332.1112183176,39
6192,Shadowy Super Coder #6192,10001.0,10080.629006248739,9714.452311577312,10026.062650360866,99920.08091908092,1355.2845663956641,30309.09121212121,9875.592515797787,10626.85943476413,10190.524808965867,10001.0,212100.57742531248,40
2445,Shadowy Super Coder #2445,10001.0,9766.624450737232,10577.41127326565,10123.481882591093,99920.08091908092,1344.3548521505377,30309.09121212121,9875.592515797787,10163.60136165024,9876.567690332773,10001.0,211958.80615772746,41
889,Shadowy Super Coder #889,10001.0,10091.817273736251,10577.41127326565,10026.062650360866,68366.37115516062,31013.95379844961,31013.95379844961,9875.592515797787,10525.097442912765,10031.090261759104,10001.0,211523.35016989222,42
8035,Shadowy Super Coder #8035,10001.0,10091.817273736251,9714.452311577312,10026.062650360866,68366.37115516062,30309.09121212121,31013.95379844961,10233.272048291386,10685.897542735045,10190.524808965867,10001.0,210633.44280139817,43
8094,Shadowy Super Coder #8094,10001.0,10091.817273736251,10577.41127326565,10123.481882591093,64948.052597402595,28991.30463768116,35094.73719298246,10233.272048291386,10341.19117038875,9813.579375981162,10001.0,210216.8474523205,44
8181,Shadowy Super Coder #8181,10001.0,9894.153823325749,10046.203394937726,10026.062650360866,99920.08091908092,28374.468368794325,1347.0707205387207,10036.122917920931,10525.097442912765,10031.090261759104,10001.0,210202.3504996311,45
8381,Shadowy Super Coder #8381,10001.0,10332.644731404958,10046.203394937726,10172.904902359642,99920.08091908092,26672.000266666666,1332.2677455877456,10000.000099980003,10031.090261759104,10031.090261759104,10001.0,208540.28258353585,46
6762,Shadowy Super Coder #6762,10001.0,9766.624450737232,9714.452311577312,10026.062650360866,72164.50288600288,26672.000266666666,30309.09121212121,10000.000099980003,9593.324477268368,10044.185679855394,10001.0,208292.24403456994,47
7912,Shadowy Super Coder #7912,10001.0,10216.54759959142,9714.452311577312,10026.062650360866,72164.50288600288,25646.154102564105,31013.95379844961,10233.272048291386,9269.694253938833,9876.567690332773,10001.0,208163.2073411092,48
3504,Shadowy Super Coder #3504,10001.0,10332.644731404958,9714.452311577312,9695.618553702987,68366.37115516062,23814.28595238095,37044.444814814815,9805.882450980393,8874.101765593115,10044.185679855394,10001.0,207693.98741547056,49
6046,Shadowy Super Coder #6046,10001.0,10159.4719146775,9714.452311577312,9695.618553702987,56476.56747600226,31752.38126984127,39223.52980392156,9875.592515797787,10685.897542735045,9940.36980719539,10001.0,207525.8811954511,50
1214,Shadowy Super Coder #1214,10001.0,10080.629006248739,10046.203394937726,10123.481882591093,49960.04045954046,38102.85752380952,39223.52980392156,10066.425221417068,10341.19117038875,9463.525499101146,10001.0,207409.88396195607,51
1793,Shadowy Super Coder #1793,10001.0,10332.644731404958,10046.203394937726,10172.904902359642,64948.052597402595,32526.829593495935,28991.30463768116,9875.592515797787,9889.262507415464,10612.201697612732,10001.0,207396.99657810802,52
2974,Shadowy Super Coder #2974,10001.0,9829.975528255527,9714.452311577312,10026.062650360866,48109.66859066859,38102.85752380952,43019.355268817206,10066.425221417068,8874.101765593115,9463.525499101146,10001.0,207208.42435960035,53
4207,Shadowy Super Coder #4207,10001.0,10159.4719146775,10046.203394937726,9695.618553702987,61855.28818800247,33340.00033333334,31752.38126984127,9805.882450980393,10685.897542735045,9801.078000979911,10001.0,207143.82164919065,54
6228,Shadowy Super Coder #6228,10001.0,9894.153823325749,9714.452311577312,10172.904902359642,68366.37115516062,28991.30463768116,28991.30463768116,10233.272048291386,10341.19117038875,9629.344469047848,10001.0,206336.29915551367,55
2474,Shadowy Super Coder #2474,10001.0,10332.644731404958,9714.452311577312,10172.904902359642,72164.50288600288,28374.468368794325,25162.264402515724,9875.592515797787,10163.60136165024,10031.090261759104,10001.0,205993.52174186197,56
8305,Shadowy Super Coder #8305,10001.0,10216.54759959142,10577.41127326565,9695.618553702987,86597.40346320346,37044.444814814815,1347.0707205387207,10036.122917920931,10626.85943476413,9801.078000979911,10001.0,205944.55677878202,57
2436,Shadowy Super Coder #2436,10001.0,10069.465518977147,9714.452311577312,10172.904902359642,76409.47364400305,25646.154102564105,24696.296543209875,10066.425221417068,9325.87421911422,9813.579375981162,10001.0,205916.62583920357,58
6612,Shadowy Super Coder #6612,10001.0,9766.624450737232,9714.452311577312,10026.062650360866,68366.37115516062,28991.30463768116,28374.468368794325,10000.000099980003,10626.85943476413,10044.185679855394,10001.0,205912.32878891108,59
4385,Shadowy Super Coder #4385,10001.0,10216.54759959142,10577.41127326565,10026.062650360866,54123.37716450216,40412.12161616162,31013.95379844961,10233.272048291386,9269.694253938833,10031.090261759104,10001.0,205905.53066632064,60
5311,Shadowy Super Coder #5311,10001.0,9829.975528255527,10046.203394937726,10123.481882591093,61855.28818800247,34194.872136752136,28374.468368794325,10000.000099980003,10685.897542735045,10626.85943476413,10001.0,205739.04657681246,61
95,Shadowy Super Coder #95,10001.0,10080.629006248739,9714.452311577312,10123.481882591093,56476.56747600226,38102.85752380952,30309.09121212121,10000.000099980003,10626.85943476413,10190.524808965867,10001.0,205626.46375606014,62
5172,Shadowy Super Coder #5172,10001.0,9531.160758528682,10577.41127326565,10172.904902359642,56476.56747600226,37044.444814814815,31013.95379844961,10036.122917920931,10685.897542735045,10083.677890916422,10001.0,205624.14137499302,63
8474,Shadowy Super Coder #8474,10001.0,9766.624450737232,10577.41127326565,10123.481882591093,72164.50288600288,22226.66688888889,30309.09121212121,9805.882450980393,10626.85943476413,9813.579375981162,10001.0,205416.09985533264,64
288,Shadowy Super Coder #288,10001.0,10069.465518977147,9714.452311577312,10172.904902359642,56476.56747600226,29635.555851851856,39223.52980392156,10066.425221417068,10163.60136165024,9801.078000979911,10001.0,205325.580448737,65
9530,Shadowy Super Coder #9530,10001.0,10091.817273736251,9714.452311577312,10026.062650360866,54123.37716450216,40412.12161616162,31013.95379844961,10036.122917920931,10163.60136165024,9463.525499101146,10001.0,205047.03459346012,66
3816,Shadowy Super Coder #3816,10001.0,10080.629006248739,10046.203394937726,9695.618553702987,61855.28818800247,31013.95379844961,31752.38126984127,9805.882450980393,10525.097442912765,10190.524808965867,10001.0,204967.5789140418,67
1344,Shadowy Super Coder #1344,10001.0,10332.644731404958,10046.203394937726,9695.618553702987,99920.08091908092,1344.3548521505377,23814.28595238095,10233.272048291386,9593.324477268368,9801.078000979911,10001.0,204782.86293019773,68
5917,Shadowy Super Coder #5917,10001.0,10159.4719146775,9714.452311577312,10123.481882591093,72164.50288600288,25162.264402515724,27783.33361111111,10036.122917920931,9325.87421911422,9940.36980719539,10001.0,204411.87395270614,69
9113,Shadowy Super Coder #9113,10001.0,9829.975528255527,9714.452311577312,10123.481882591093,64948.052597402595,31752.38126984127,28374.468368794325,9805.882450980393,10031.090261759104,9801.078000979911,10001.0,204382.86267218154,70
7661,Shadowy Super Coder #7661,10001.0,10216.54759959142,9714.452311577312,10172.904902359642,72164.50288600288,51292.30820512821,1347.0707205387207,9875.592515797787,9325.87421911422,10083.677890916422,10001.0,204194.93125102663,71
1826,Shadowy Super Coder #1826,10001.0,10091.817273736251,9714.452311577312,10026.062650360866,46391.466141001845,51292.30820512821,26149.019869281045,10000.000099980003,10341.19117038875,10031.090261759104,10001.0,204039.40798321337,72
1199,Shadowy Super Coder #1199,10001.0,10159.4719146775,9714.452311577312,10172.904902359642,86597.40346320346,1370.606385748544,35094.73719298246,10233.272048291386,9889.262507415464,10612.201697612732,10001.0,203846.3124238685,73
4986,Shadowy Super Coder #4986,10001.0,10091.817273736251,10577.41127326565,10123.481882591093,61855.28818800247,33340.00033333334,26149.019869281045,10066.425221417068,10525.097442912765,10083.677890916422,10001.0,202814.21937545607,74
4805,Shadowy Super Coder #4805,10001.0,9766.624450737232,10046.203394937726,10172.904902359642,59043.684179456905,28374.468368794325,35094.73719298246,10066.425221417068,10496.37957812992,9629.344469047848,10001.0,202692.7717578631,75
4348,Shadowy Super Coder #4348,10001.0,9894.153823325749,10046.203394937726,9695.618553702987,64948.052597402595,27216.32680272109,31013.95379844961,10233.272048291386,9889.262507415464,9463.525499101146,10001.0,202402.36902534773,76
1748,Shadowy Super Coder #1748,10001.0,9829.975528255527,9714.452311577312,10123.481882591093,64948.052597402595,34194.872136752136,24247.27296969697,9805.882450980393,9269.694253938833,10190.524808965867,10001.0,202326.2089401607,77
327,Shadowy Super Coder #327,10001.0,9829.975528255527,9714.452311577312,10123.481882591093,64948.052597402595,27783.33361111111,28991.30463768116,10233.272048291386,10626.85943476413,9940.36980719539,10001.0,202193.10185886972,78
6060,Shadowy Super Coder #6060,10001.0,10069.465518977147,9714.452311577312,9695.618553702987,72164.50288600288,25646.154102564105,23814.28595238095,10066.425221417068,10341.19117038875,10031.090261759104,10001.0,201545.18597877029,79
9584,Shadowy Super Coder #9584,10001.0,10216.54759959142,9714.452311577312,10123.481882591093,72164.50288600288,28991.30463768116,20206.06080808081,10036.122917920931,10031.090261759104,9876.567690332773,10001.0,201362.13099553747,80
7561,Shadowy Super Coder #7561,10001.0,10332.644731404958,10046.203394937726,10026.062650360866,81185.06574675324,37044.444814814815,1332.2677455877456,10233.272048291386,10626.85943476413,10190.524808965867,10001.0,201019.34537588072,81
9601,Shadowy Super Coder #9601,10001.0,10332.644731404958,9714.452311577312,10123.481882591093,61855.28818800247,31013.95379844961,28374.468368794325,9805.882450980393,9889.262507415464,9876.567690332773,10001.0,200988.0019295484,82
4425,Shadowy Super Coder #4425,10001.0,10091.817273736251,9714.452311577312,10026.062650360866,86597.40346320346,33340.00033333334,1406.751068917018,10000.000099980003,8874.101765593115,10044.185679855394,10001.0,200096.77464655676,83
903,Shadowy Super Coder #903,10001.0,9894.153823325749,10046.203394937726,9695.618553702987,68366.37115516062,29635.555851851856,22993.103678160922,9805.882450980393,9593.324477268368,10031.090261759104,10001.0,200063.30364714775,84
8471,Shadowy Super Coder #8471,10001.0,9766.624450737232,10577.41127326565,10123.481882591093,64948.052597402595,28374.468368794325,26149.019869281045,10233.272048291386,8874.101765593115,10626.85943476413,10001.0,199675.29169072054,85
9938,Shadowy Super Coder #9938,10001.0,9766.624450737232,9714.452311577312,10123.481882591093,49960.04045954046,32526.829593495935,37044.444814814815,10036.122917920931,10163.60136165024,10190.524808965867,10001.0,199528.12260129387,86
5290,Shadowy Super Coder #5290,10001.0,10332.644731404958,10046.203394937726,9695.618553702987,59043.684179456905,38102.85752380952,23814.28595238095,10036.122917920931,8874.101765593115,9463.525499101146,10001.0,199411.04451830822,87
7199,Shadowy Super Coder #7199,10001.0,10091.817273736251,9714.452311577312,10172.904902359642,64948.052597402595,28991.30463768116,24696.296543209875,10066.425221417068,10626.85943476413,10083.677890916422,10001.0,199393.79081306446,88
6211,Shadowy Super Coder #6211,10001.0,10080.629006248739,9714.452311577312,9695.618553702987,56476.56747600226,31752.38126984127,31013.95379844961,10036.122917920931,10641.557718906266,9876.567690332773,10001.0,199289.85074298215,89
8514,Shadowy Super Coder #8514,10001.0,10069.465518977147,10046.203394937726,10172.904902359642,86597.40346320346,1323.0158862433861,30309.09121212121,10036.122917920931,10626.85943476413,10031.090261759104,10001.0,199214.15699228673,90
8902,Shadowy Super Coder #8902,10001.0,10091.817273736251,10046.203394937726,10172.904902359642,56476.56747600226,25646.154102564105,36043.2436036036,10000.000099980003,10031.090261759104,10612.201697612732,10001.0,199122.18281255543,91
4290,Shadowy Super Coder #4290,10001.0,10332.644731404958,10577.41127326565,10123.481882591093,54123.37716450216,32526.829593495935,31752.38126984127,10066.425221417068,9889.262507415464,9463.525499101146,10001.0,198857.33914303474,92
8717,Shadowy Super Coder #8717,10001.0,9531.160758528682,9714.452311577312,10172.904902359642,61855.28818800247,27216.32680272109,30309.09121212121,9875.592515797787,10163.60136165024,9629.344469047848,10001.0,198469.7625218063,93
5345,Shadowy Super Coder #5345,10001.0,10159.4719146775,10046.203394937726,10172.904902359642,51958.442077922075,38102.85752380952,28374.468368794325,10066.425221417068,9325.87421911422,10190.524808965867,10001.0,198399.17243199793,94
4056,Shadowy Super Coder #4056,10001.0,9531.160758528682,10577.41127326565,10123.481882591093,81185.06574675324,34194.872136752136,1406.751068917018,10066.425221417068,10641.557718906266,10612.201697612732,10001.0,198340.9275047439,95
7986,Shadowy Super Coder #7986,10001.0,9766.624450737232,10046.203394937726,10172.904902359642,81185.06574675324,1355.2845663956641,37044.444814814815,10036.122917920931,8874.101765593115,9801.078000979911,10001.0,198283.83056049226,96
7499,Shadowy Super Coder #7499,10001.0,9894.153823325749,10046.203394937726,10172.904902359642,86597.40346320346,1334.9349482816149,30309.09121212121,9805.882450980393,10031.090261759104,10044.185679855394,10001.0,198237.8501368243,97
4456,Shadowy Super Coder #4456,10001.0,10091.817273736251,10577.41127326565,10172.904902359642,43298.70173160173,34194.872136752136,39223.52980392156,9805.882450980393,10685.897542735045,10083.677890916422,10001.0,198136.69500626883,98
1687,Shadowy Super Coder #1687,10001.0,9829.975528255527,10577.41127326565,10123.481882591093,49960.04045954046,40412.12161616162,26149.019869281045,10233.272048291386,10685.897542735045,9940.36980719539,10001.0,197913.59002731723,99
3640,Shadowy Super Coder #3640,10001.0,9894.153823325749,10046.203394937726,9695.618553702987,54123.37716450216,28991.30463768116,35094.73719298246,10036.122917920931,9269.694253938833,10626.85943476413,10001.0,197780.07137375613,100
3871,Shadowy Super Coder #3871,10001.0,10069.465518977147,10577.41127326565,9695.618553702987,68366.37115516062,24247.27296969697,25646.154102564105,10036.122917920931,9325.87421911422,9813.579375981162,10001.0,197779.87008638377,101
71,Shadowy Super Coder #71,10001.0,10332.644731404958,10046.203394937726,9695.618553702987,49960.04045954046,33340.00033333334,34194.872136752136,10000.000099980003,10496.37957812992,9463.525499101146,10001.0,197531.28478688266,102
2318,Shadowy Super Coder #2318,10001.0,9531.160758528682,10577.41127326565,10026.062650360866,81185.06574675324,34194.872136752136,1347.0707205387207,10036.122917920931,10525.097442912765,10083.677890916422,10001.0,197508.5415379494,103
7953,Shadowy Super Coder #7953,10001.0,9829.975528255527,10577.41127326565,9695.618553702987,81185.06574675324,1334.9349482816149,35094.73719298246,9875.592515797787,9269.694253938833,10612.201697612732,10001.0,197477.23171059083,104
3299,Shadowy Super Coder #3299,10001.0,9766.624450737232,10577.41127326565,9695.618553702987,56476.56747600226,30309.09121212121,31013.95379844961,10066.425221417068,9325.87421911422,10190.524808965867,10001.0,197424.09101377608,105
7069,Shadowy Super Coder #7069,10001.0,9766.624450737232,10577.41127326565,9695.618553702987,59043.684179456905,28991.30463768116,30309.09121212121,9875.592515797787,9269.694253938833,9876.567690332773,10001.0,197407.58876703455,106
6703,Shadowy Super Coder #6703,10001.0,9531.160758528682,9714.452311577312,10123.481882591093,86597.40346320346,29635.555851851856,1324.3297053955644,9875.592515797787,10685.897542735045,9801.078000979911,10001.0,197290.9520326607,107
5240,Shadowy Super Coder #5240,10001.0,9829.975528255527,10577.41127326565,10123.481882591093,81185.06574675324,1355.2845663956641,34194.872136752136,10000.000099980003,10163.60136165024,9813.579375981162,10001.0,197245.27197162472,108
5266,Shadowy Super Coder #5266,10001.0,10159.4719146775,10577.41127326565,9695.618553702987,64948.052597402595,28374.468368794325,25162.264402515724,9805.882450980393,8874.101765593115,9629.344469047848,10001.0,197228.61579598015,109
1417,Shadowy Super Coder #1417,10001.0,10216.54759959142,9714.452311577312,10123.481882591093,81185.06574675324,33340.00033333334,1406.751068917018,10000.000099980003,10626.85943476413,10612.201697612732,10001.0,197227.3601751203,110
1926,Shadowy Super Coder #1926,10001.0,10091.817273736251,10046.203394937726,10123.481882591093,56476.56747600226,31013.95379844961,30309.09121212121,9805.882450980393,9325.87421911422,10031.090261759104,10001.0,197225.96196969185,111
1343,Shadowy Super Coder #1343,10001.0,10159.4719146775,9714.452311577312,10123.481882591093,86597.40346320346,28991.30463768116,1406.751068917018,10000.000099980003,9593.324477268368,10612.201697612732,10001.0,197200.39155350867,112
4382,Shadowy Super Coder #4382,10001.0,9894.153823325749,9714.452311577312,10026.062650360866,81185.06574675324,1344.3548521505377,35094.73719298246,9805.882450980393,10525.097442912765,9463.525499101146,10001.0,197055.33197014447,113
7648,Shadowy Super Coder #7648,10001.0,10216.54759959142,10046.203394937726,10123.481882591093,48109.66859066859,37044.444814814815,31013.95379844961,9875.592515797787,10496.37957812992,10031.090261759104,10001.0,196959.36243674002,114
3702,Shadowy Super Coder #3702,10001.0,10069.465518977147,10577.41127326565,10123.481882591093,81185.06574675324,33340.00033333334,1298.5394482310937,9805.882450980393,10496.37957812992,10031.090261759104,10001.0,196929.31649402095,115
426,Shadowy Super Coder #426,10001.0,10091.817273736251,10046.203394937726,10172.904902359642,76409.47364400305,38102.85752380952,1347.0707205387207,10233.272048291386,10641.557718906266,9813.579375981162,10001.0,196860.73660256373,116
2346,Shadowy Super Coder #2346,10001.0,9894.153823325749,9714.452311577312,10026.062650360866,56476.56747600226,32526.829593495935,28374.468368794325,10036.122917920931,9593.324477268368,10083.677890916422,10001.0,196727.6595096622,117
8967,Shadowy Super Coder #8967,10001.0,10069.465518977147,9714.452311577312,10123.481882591093,86597.40346320346,28991.30463768116,1324.3297053955644,10233.272048291386,9593.324477268368,10031.090261759104,10001.0,196680.12430674458,118
5218,Shadowy Super Coder #5218,10001.0,10091.817273736251,10577.41127326565,9695.618553702987,86597.40346320346,28374.468368794325,1294.757294498382,9805.882450980393,9593.324477268368,10612.201697612732,10001.0,196644.88485306254,119
469,Shadowy Super Coder #469,10001.0,10159.4719146775,10577.41127326565,9695.618553702987,81185.06574675324,1355.2845663956641,35094.73719298246,10036.122917920931,8874.101765593115,9629.344469047848,10001.0,196609.15840033942,120
5120,Shadowy Super Coder #5120,10001.0,10091.817273736251,10046.203394937726,10026.062650360866,86597.40346320346,1355.2845663956641,28374.468368794325,10066.425221417068,10163.60136165024,9876.567690332773,10001.0,196599.83399082837,121
4725,Shadowy Super Coder #4725,10001.0,9829.975528255527,9714.452311577312,10123.481882591093,49960.04045954046,38102.85752380952,27783.33361111111,10066.425221417068,10341.19117038875,10626.85943476413,10001.0,196550.61714345496,122
6541,Shadowy Super Coder #6541,10001.0,10332.644731404958,10046.203394937726,9695.618553702987,49960.04045954046,31013.95379844961,35094.73719298246,9805.882450980393,9889.262507415464,10612.201697612732,10001.0,196452.5447870268,123
7118,Shadowy Super Coder #7118,10001.0,9766.624450737232,9714.452311577312,9695.618553702987,56476.56747600226,30309.09121212121,31013.95379844961,9805.882450980393,9593.324477268368,10031.090261759104,10001.0,196408.60499259844,124
7581,Shadowy Super Coder #7581,10001.0,10091.817273736251,9714.452311577312,10172.904902359642,49960.04045954046,31752.38126984127,35094.73719298246,9805.882450980393,10341.19117038875,9463.525499101146,10001.0,196398.93253050768,125
18,Shadowy Super Coder #18,10001.0,9829.975528255527,9714.452311577312,10172.904902359642,56476.56747600226,30309.09121212121,30309.09121212121,9875.592515797787,10031.090261759104,9629.344469047848,10001.0,196350.1098890419,126
