TOKEN_ID,TOKEN_NAME,Editions,rarity,spectacular,adjective,animal,category,group,Tags,conference,benefit,RARITY_SCORE,Rank
10023,veefriends #10023,0,0,0,0,0,0,0,0,0,0,0.0,31
10024,veefriends #10024,0,0,0,0,0,0,0,0,0,0,0.0,32
10025,veefriends #10025,0,0,0,0,0,0,0,0,0,0,0.0,33
10026,veefriends #10026,0,0,0,0,0,0,0,0,0,0,0.0,34
10027,veefriends #10027,0,0,0,0,0,0,0,0,0,0,0.0,35
10028,veefriends #10028,0,0,0,0,0,0,0,0,0,0,0.0,36
10029,veefriends #10029,0,0,0,0,0,0,0,0,0,0,0.0,37
1003,veefriends #1003,0,0,0,0,0,0,0,0,0,0,0.0,38
10030,veefriends #10030,0,0,0,0,0,0,0,0,0,0,0.0,39
10031,veefriends #10031,0,0,0,0,0,0,0,0,0,0,0.0,40
10032,veefriends #10032,0,0,0,0,0,0,0,0,0,0,0.0,41
10033,veefriends #10033,0,0,0,0,0,0,0,0,0,0,0.0,42
10034,veefriends #10034,0,0,0,0,0,0,0,0,0,0,0.0,43
10035,veefriends #10035,0,0,0,0,0,0,0,0,0,0,0.0,44
10036,veefriends #10036,0,0,0,0,0,0,0,0,0,0,0.0,45
10037,veefriends #10037,0,0,0,0,0,0,0,0,0,0,0.0,46
10038,veefriends #10038,0,0,0,0,0,0,0,0,0,0,0.0,47
10039,veefriends #10039,0,0,0,0,0,0,0,0,0,0,0.0,48
1004,veefriends #1004,0,0,0,0,0,0,0,0,0,0,0.0,49
10040,veefriends #10040,0,0,0,0,0,0,0,0,0,0,0.0,50
10041,veefriends #10041,0,0,0,0,0,0,0,0,0,0,0.0,51
10042,veefriends #10042,0,0,0,0,0,0,0,0,0,0,0.0,52
10043,veefriends #10043,0,0,0,0,0,0,0,0,0,0,0.0,53
10044,veefriends #10044,0,0,0,0,0,0,0,0,0,0,0.0,54
10045,veefriends #10045,0,0,0,0,0,0,0,0,0,0,0.0,55
10046,veefriends #10046,0,0,0,0,0,0,0,0,0,0,0.0,56
10047,veefriends #10047,0,0,0,0,0,0,0,0,0,0,0.0,57
10048,veefriends #10048,0,0,0,0,0,0,0,0,0,0,0.0,58
10049,veefriends #10049,0,0,0,0,0,0,0,0,0,0,0.0,59
1005,veefriends #1005,0,0,0,0,0,0,0,0,0,0,0.0,60
10050,veefriends #10050,0,0,0,0,0,0,0,0,0,0,0.0,61
10051,veefriends #10051,0,0,0,0,0,0,0,0,0,0,0.0,62
10052,veefriends #10052,0,0,0,0,0,0,0,0,0,0,0.0,63
10053,veefriends #10053,0,0,0,0,0,0,0,0,0,0,0.0,64
10054,veefriends #10054,0,0,0,0,0,0,0,0,0,0,0.0,65
10055,veefriends #10055,0,0,0,0,0,0,0,0,0,0,0.0,66
10056,veefriends #10056,0,0,0,0,0,0,0,0,0,0,0.0,67
10057,veefriends #10057,0,0,0,0,0,0,0,0,0,0,0.0,68
10058,veefriends #10058,0,0,0,0,0,0,0,0,0,0,0.0,69
10059,veefriends #10059,0,0,0,0,0,0,0,0,0,0,0.0,70
1006,veefriends #1006,0,0,0,0,0,0,0,0,0,0,0.0,71
10060,veefriends #10060,0,0,0,0,0,0,0,0,0,0,0.0,72
10061,veefriends #10061,0,0,0,0,0,0,0,0,0,0,0.0,73
10062,veefriends #10062,0,0,0,0,0,0,0,0,0,0,0.0,74
10063,veefriends #10063,0,0,0,0,0,0,0,0,0,0,0.0,75
10064,veefriends #10064,0,0,0,0,0,0,0,0,0,0,0.0,76
10065,veefriends #10065,0,0,0,0,0,0,0,0,0,0,0.0,77
10066,veefriends #10066,0,0,0,0,0,0,0,0,0,0,0.0,78
10067,veefriends #10067,0,0,0,0,0,0,0,0,0,0,0.0,79
10068,veefriends #10068,0,0,0,0,0,0,0,0,0,0,0.0,80
10069,veefriends #10069,0,0,0,0,0,0,0,0,0,0,0.0,81
1007,veefriends #1007,0,0,0,0,0,0,0,0,0,0,0.0,82
10070,veefriends #10070,0,0,0,0,0,0,0,0,0,0,0.0,83
10071,veefriends #10071,0,0,0,0,0,0,0,0,0,0,0.0,84
10072,veefriends #10072,0,0,0,0,0,0,0,0,0,0,0.0,85
10073,veefriends #10073,0,0,0,0,0,0,0,0,0,0,0.0,86
10074,veefriends #10074,0,0,0,0,0,0,0,0,0,0,0.0,87
10075,veefriends #10075,0,0,0,0,0,0,0,0,0,0,0.0,88
10076,veefriends #10076,0,0,0,0,0,0,0,0,0,0,0.0,89
10077,veefriends #10077,0,0,0,0,0,0,0,0,0,0,0.0,90
10078,veefriends #10078,0,0,0,0,0,0,0,0,0,0,0.0,91
10079,veefriends #10079,0,0,0,0,0,0,0,0,0,0,0.0,92
1008,veefriends #1008,0,0,0,0,0,0,0,0,0,0,0.0,93
10080,veefriends #10080,0,0,0,0,0,0,0,0,0,0,0.0,94
10081,veefriends #10081,0,0,0,0,0,0,0,0,0,0,0.0,95
10082,veefriends #10082,0,0,0,0,0,0,0,0,0,0,0.0,96
10083,veefriends #10083,0,0,0,0,0,0,0,0,0,0,0.0,97
10084,veefriends #10084,0,0,0,0,0,0,0,0,0,0,0.0,98
10085,veefriends #10085,0,0,0,0,0,0,0,0,0,0,0.0,99
10086,veefriends #10086,0,0,0,0,0,0,0,0,0,0,0.0,100
10087,veefriends #10087,0,0,0,0,0,0,0,0,0,0,0.0,101
10088,veefriends #10088,0,0,0,0,0,0,0,0,0,0,0.0,102
10089,veefriends #10089,0,0,0,0,0,0,0,0,0,0,0.0,103
1009,veefriends #1009,0,0,0,0,0,0,0,0,0,0,0.0,104
10090,veefriends #10090,0,0,0,0,0,0,0,0,0,0,0.0,105
10091,veefriends #10091,0,0,0,0,0,0,0,0,0,0,0.0,106
10092,veefriends #10092,0,0,0,0,0,0,0,0,0,0,0.0,107
10093,veefriends #10093,0,0,0,0,0,0,0,0,0,0,0.0,108
10094,veefriends #10094,0,0,0,0,0,0,0,0,0,0,0.0,109
10095,veefriends #10095,0,0,0,0,0,0,0,0,0,0,0.0,110
10096,veefriends #10096,0,0,0,0,0,0,0,0,0,0,0.0,111
10097,veefriends #10097,0,0,0,0,0,0,0,0,0,0,0.0,112
10098,veefriends #10098,0,0,0,0,0,0,0,0,0,0,0.0,113
10099,veefriends #10099,0,0,0,0,0,0,0,0,0,0,0.0,114
101,veefriends #101,0,0,0,0,0,0,0,0,0,0,0.0,115
1010,veefriends #1010,0,0,0,0,0,0,0,0,0,0,0.0,116
10100,veefriends #10100,0,0,0,0,0,0,0,0,0,0,0.0,117
10101,veefriends #10101,0,0,0,0,0,0,0,0,0,0,0.0,118
10102,veefriends #10102,0,0,0,0,0,0,0,0,0,0,0.0,119
10103,veefriends #10103,0,0,0,0,0,0,0,0,0,0,0.0,120
10104,veefriends #10104,0,0,0,0,0,0,0,0,0,0,0.0,121
10105,veefriends #10105,0,0,0,0,0,0,0,0,0,0,0.0,122
10106,veefriends #10106,0,0,0,0,0,0,0,0,0,0,0.0,123
10107,veefriends #10107,0,0,0,0,0,0,0,0,0,0,0.0,124
10108,veefriends #10108,0,0,0,0,0,0,0,0,0,0,0.0,125
10109,veefriends #10109,0,0,0,0,0,0,0,0,0,0,0.0,126
1011,veefriends #1011,0,0,0,0,0,0,0,0,0,0,0.0,127
10110,veefriends #10110,0,0,0,0,0,0,0,0,0,0,0.0,128
10111,veefriends #10111,0,0,0,0,0,0,0,0,0,0,0.0,129
10112,veefriends #10112,0,0,0,0,0,0,0,0,0,0,0.0,130
10113,veefriends #10113,0,0,0,0,0,0,0,0,0,0,0.0,131
10114,veefriends #10114,0,0,0,0,0,0,0,0,0,0,0.0,132
10115,veefriends #10115,0,0,0,0,0,0,0,0,0,0,0.0,133
10116,veefriends #10116,0,0,0,0,0,0,0,0,0,0,0.0,134
10117,veefriends #10117,0,0,0,0,0,0,0,0,0,0,0.0,135
10118,veefriends #10118,0,0,0,0,0,0,0,0,0,0,0.0,136
10119,veefriends #10119,0,0,0,0,0,0,0,0,0,0,0.0,137
1012,veefriends #1012,0,0,0,0,0,0,0,0,0,0,0.0,138
10120,veefriends #10120,0,0,0,0,0,0,0,0,0,0,0.0,139
10121,veefriends #10121,0,0,0,0,0,0,0,0,0,0,0.0,140
10122,veefriends #10122,0,0,0,0,0,0,0,0,0,0,0.0,141
10123,veefriends #10123,0,0,0,0,0,0,0,0,0,0,0.0,142
10124,veefriends #10124,0,0,0,0,0,0,0,0,0,0,0.0,143
10125,veefriends #10125,0,0,0,0,0,0,0,0,0,0,0.0,144
10126,veefriends #10126,0,0,0,0,0,0,0,0,0,0,0.0,145
10127,veefriends #10127,0,0,0,0,0,0,0,0,0,0,0.0,146
10128,veefriends #10128,0,0,0,0,0,0,0,0,0,0,0.0,147
10129,veefriends #10129,0,0,0,0,0,0,0,0,0,0,0.0,148
1013,veefriends #1013,0,0,0,0,0,0,0,0,0,0,0.0,149
10130,veefriends #10130,0,0,0,0,0,0,0,0,0,0,0.0,150
10131,veefriends #10131,0,0,0,0,0,0,0,0,0,0,0.0,151
10132,veefriends #10132,0,0,0,0,0,0,0,0,0,0,0.0,152
10133,veefriends #10133,0,0,0,0,0,0,0,0,0,0,0.0,153
10134,veefriends #10134,0,0,0,0,0,0,0,0,0,0,0.0,154
10135,veefriends #10135,0,0,0,0,0,0,0,0,0,0,0.0,155
10136,veefriends #10136,0,0,0,0,0,0,0,0,0,0,0.0,156
10137,veefriends #10137,0,0,0,0,0,0,0,0,0,0,0.0,157
10138,veefriends #10138,0,0,0,0,0,0,0,0,0,0,0.0,158
10139,veefriends #10139,0,0,0,0,0,0,0,0,0,0,0.0,159
1014,veefriends #1014,0,0,0,0,0,0,0,0,0,0,0.0,160
10140,veefriends #10140,0,0,0,0,0,0,0,0,0,0,0.0,161
10141,veefriends #10141,0,0,0,0,0,0,0,0,0,0,0.0,162
10142,veefriends #10142,0,0,0,0,0,0,0,0,0,0,0.0,163
10143,veefriends #10143,0,0,0,0,0,0,0,0,0,0,0.0,164
10144,veefriends #10144,0,0,0,0,0,0,0,0,0,0,0.0,165
10145,veefriends #10145,0,0,0,0,0,0,0,0,0,0,0.0,166
10146,veefriends #10146,0,0,0,0,0,0,0,0,0,0,0.0,167
10147,veefriends #10147,0,0,0,0,0,0,0,0,0,0,0.0,168
10148,veefriends #10148,0,0,0,0,0,0,0,0,0,0,0.0,169
10149,veefriends #10149,0,0,0,0,0,0,0,0,0,0,0.0,170
1015,veefriends #1015,0,0,0,0,0,0,0,0,0,0,0.0,171
10150,veefriends #10150,0,0,0,0,0,0,0,0,0,0,0.0,172
10151,veefriends #10151,0,0,0,0,0,0,0,0,0,0,0.0,173
10152,veefriends #10152,0,0,0,0,0,0,0,0,0,0,0.0,174
10153,veefriends #10153,0,0,0,0,0,0,0,0,0,0,0.0,175
10154,veefriends #10154,0,0,0,0,0,0,0,0,0,0,0.0,176
10155,veefriends #10155,0,0,0,0,0,0,0,0,0,0,0.0,177
10156,veefriends #10156,0,0,0,0,0,0,0,0,0,0,0.0,178
10157,veefriends #10157,0,0,0,0,0,0,0,0,0,0,0.0,179
10158,veefriends #10158,0,0,0,0,0,0,0,0,0,0,0.0,180
10159,veefriends #10159,0,0,0,0,0,0,0,0,0,0,0.0,181
1016,veefriends #1016,0,0,0,0,0,0,0,0,0,0,0.0,182
10160,veefriends #10160,0,0,0,0,0,0,0,0,0,0,0.0,183
10161,veefriends #10161,0,0,0,0,0,0,0,0,0,0,0.0,184
10162,veefriends #10162,0,0,0,0,0,0,0,0,0,0,0.0,185
10163,veefriends #10163,0,0,0,0,0,0,0,0,0,0,0.0,186
10164,veefriends #10164,0,0,0,0,0,0,0,0,0,0,0.0,187
10165,veefriends #10165,0,0,0,0,0,0,0,0,0,0,0.0,188
10166,veefriends #10166,0,0,0,0,0,0,0,0,0,0,0.0,189
10167,veefriends #10167,0,0,0,0,0,0,0,0,0,0,0.0,190
10168,veefriends #10168,0,0,0,0,0,0,0,0,0,0,0.0,191
10169,veefriends #10169,0,0,0,0,0,0,0,0,0,0,0.0,192
1017,veefriends #1017,0,0,0,0,0,0,0,0,0,0,0.0,193
10170,veefriends #10170,0,0,0,0,0,0,0,0,0,0,0.0,194
10171,veefriends #10171,0,0,0,0,0,0,0,0,0,0,0.0,195
10172,veefriends #10172,0,0,0,0,0,0,0,0,0,0,0.0,196
10173,veefriends #10173,0,0,0,0,0,0,0,0,0,0,0.0,197
10174,veefriends #10174,0,0,0,0,0,0,0,0,0,0,0.0,198
10175,veefriends #10175,0,0,0,0,0,0,0,0,0,0,0.0,199
10176,veefriends #10176,0,0,0,0,0,0,0,0,0,0,0.0,200
10177,veefriends #10177,0,0,0,0,0,0,0,0,0,0,0.0,201
10178,veefriends #10178,0,0,0,0,0,0,0,0,0,0,0.0,202
10179,veefriends #10179,0,0,0,0,0,0,0,0,0,0,0.0,203
1018,veefriends #1018,0,0,0,0,0,0,0,0,0,0,0.0,204
10180,veefriends #10180,0,0,0,0,0,0,0,0,0,0,0.0,205
10181,veefriends #10181,0,0,0,0,0,0,0,0,0,0,0.0,206
10182,veefriends #10182,0,0,0,0,0,0,0,0,0,0,0.0,207
10183,veefriends #10183,0,0,0,0,0,0,0,0,0,0,0.0,208
10184,veefriends #10184,0,0,0,0,0,0,0,0,0,0,0.0,209
10185,veefriends #10185,0,0,0,0,0,0,0,0,0,0,0.0,210
10186,veefriends #10186,0,0,0,0,0,0,0,0,0,0,0.0,211
10187,veefriends #10187,0,0,0,0,0,0,0,0,0,0,0.0,212
10188,veefriends #10188,0,0,0,0,0,0,0,0,0,0,0.0,213
10189,veefriends #10189,0,0,0,0,0,0,0,0,0,0,0.0,214
1019,veefriends #1019,0,0,0,0,0,0,0,0,0,0,0.0,215
10190,veefriends #10190,0,0,0,0,0,0,0,0,0,0,0.0,216
10191,veefriends #10191,0,0,0,0,0,0,0,0,0,0,0.0,217
10192,veefriends #10192,0,0,0,0,0,0,0,0,0,0,0.0,218
10193,veefriends #10193,0,0,0,0,0,0,0,0,0,0,0.0,219
10194,veefriends #10194,0,0,0,0,0,0,0,0,0,0,0.0,220
10195,veefriends #10195,0,0,0,0,0,0,0,0,0,0,0.0,221
10196,veefriends #10196,0,0,0,0,0,0,0,0,0,0,0.0,222
10197,veefriends #10197,0,0,0,0,0,0,0,0,0,0,0.0,223
10198,veefriends #10198,0,0,0,0,0,0,0,0,0,0,0.0,224
10199,veefriends #10199,0,0,0,0,0,0,0,0,0,0,0.0,225
102,veefriends #102,0,0,0,0,0,0,0,0,0,0,0.0,226
1020,veefriends #1020,0,0,0,0,0,0,0,0,0,0,0.0,227
10200,veefriends #10200,0,0,0,0,0,0,0,0,0,0,0.0,228
10201,veefriends #10201,0,0,0,0,0,0,0,0,0,0,0.0,229
10202,veefriends #10202,0,0,0,0,0,0,0,0,0,0,0.0,230
10203,veefriends #10203,0,0,0,0,0,0,0,0,0,0,0.0,231
10204,veefriends #10204,0,0,0,0,0,0,0,0,0,0,0.0,232
10205,veefriends #10205,0,0,0,0,0,0,0,0,0,0,0.0,233
10206,veefriends #10206,0,0,0,0,0,0,0,0,0,0,0.0,234
10207,veefriends #10207,0,0,0,0,0,0,0,0,0,0,0.0,235
10208,veefriends #10208,0,0,0,0,0,0,0,0,0,0,0.0,236
10209,veefriends #10209,0,0,0,0,0,0,0,0,0,0,0.0,237
1021,veefriends #1021,0,0,0,0,0,0,0,0,0,0,0.0,238
10210,veefriends #10210,0,0,0,0,0,0,0,0,0,0,0.0,239
10211,veefriends #10211,0,0,0,0,0,0,0,0,0,0,0.0,240
10212,veefriends #10212,0,0,0,0,0,0,0,0,0,0,0.0,241
10213,veefriends #10213,0,0,0,0,0,0,0,0,0,0,0.0,242
10214,veefriends #10214,0,0,0,0,0,0,0,0,0,0,0.0,243
10215,veefriends #10215,0,0,0,0,0,0,0,0,0,0,0.0,244
10216,veefriends #10216,0,0,0,0,0,0,0,0,0,0,0.0,245
10217,veefriends #10217,0,0,0,0,0,0,0,0,0,0,0.0,246
10218,veefriends #10218,0,0,0,0,0,0,0,0,0,0,0.0,247
10219,veefriends #10219,0,0,0,0,0,0,0,0,0,0,0.0,248
1022,veefriends #1022,0,0,0,0,0,0,0,0,0,0,0.0,249
10220,veefriends #10220,0,0,0,0,0,0,0,0,0,0,0.0,250
10221,veefriends #10221,0,0,0,0,0,0,0,0,0,0,0.0,251
10222,veefriends #10222,0,0,0,0,0,0,0,0,0,0,0.0,252
10223,veefriends #10223,0,0,0,0,0,0,0,0,0,0,0.0,253
10224,veefriends #10224,0,0,0,0,0,0,0,0,0,0,0.0,254
10225,veefriends #10225,0,0,0,0,0,0,0,0,0,0,0.0,255
10226,veefriends #10226,0,0,0,0,0,0,0,0,0,0,0.0,256
10227,veefriends #10227,0,0,0,0,0,0,0,0,0,0,0.0,257
10228,veefriends #10228,0,0,0,0,0,0,0,0,0,0,0.0,258
10229,veefriends #10229,0,0,0,0,0,0,0,0,0,0,0.0,259
1023,veefriends #1023,0,0,0,0,0,0,0,0,0,0,0.0,260
10230,veefriends #10230,0,0,0,0,0,0,0,0,0,0,0.0,261
10231,veefriends #10231,0,0,0,0,0,0,0,0,0,0,0.0,262
10232,veefriends #10232,0,0,0,0,0,0,0,0,0,0,0.0,263
10233,veefriends #10233,0,0,0,0,0,0,0,0,0,0,0.0,264
10234,veefriends #10234,0,0,0,0,0,0,0,0,0,0,0.0,265
10235,veefriends #10235,0,0,0,0,0,0,0,0,0,0,0.0,266
10236,veefriends #10236,0,0,0,0,0,0,0,0,0,0,0.0,267
10237,veefriends #10237,0,0,0,0,0,0,0,0,0,0,0.0,268
10238,veefriends #10238,0,0,0,0,0,0,0,0,0,0,0.0,269
10239,veefriends #10239,0,0,0,0,0,0,0,0,0,0,0.0,270
1024,veefriends #1024,0,0,0,0,0,0,0,0,0,0,0.0,271
10240,veefriends #10240,0,0,0,0,0,0,0,0,0,0,0.0,272
10241,veefriends #10241,0,0,0,0,0,0,0,0,0,0,0.0,273
10242,veefriends #10242,0,0,0,0,0,0,0,0,0,0,0.0,274
10243,veefriends #10243,0,0,0,0,0,0,0,0,0,0,0.0,275
10244,veefriends #10244,0,0,0,0,0,0,0,0,0,0,0.0,276
10245,veefriends #10245,0,0,0,0,0,0,0,0,0,0,0.0,277
10246,veefriends #10246,0,0,0,0,0,0,0,0,0,0,0.0,278
10247,veefriends #10247,0,0,0,0,0,0,0,0,0,0,0.0,279
10248,veefriends #10248,0,0,0,0,0,0,0,0,0,0,0.0,280
10249,veefriends #10249,0,0,0,0,0,0,0,0,0,0,0.0,281
1025,veefriends #1025,0,0,0,0,0,0,0,0,0,0,0.0,282
10250,veefriends #10250,0,0,0,0,0,0,0,0,0,0,0.0,283
10251,veefriends #10251,0,0,0,0,0,0,0,0,0,0,0.0,284
10252,veefriends #10252,0,0,0,0,0,0,0,0,0,0,0.0,285
10253,veefriends #10253,0,0,0,0,0,0,0,0,0,0,0.0,286
10254,veefriends #10254,0,0,0,0,0,0,0,0,0,0,0.0,287
1026,veefriends #1026,0,0,0,0,0,0,0,0,0,0,0.0,288
1027,veefriends #1027,0,0,0,0,0,0,0,0,0,0,0.0,289
1028,veefriends #1028,0,0,0,0,0,0,0,0,0,0,0.0,290
1029,veefriends #1029,0,0,0,0,0,0,0,0,0,0,0.0,291
103,veefriends #103,0,0,0,0,0,0,0,0,0,0,0.0,292
1030,veefriends #1030,0,0,0,0,0,0,0,0,0,0,0.0,293
1031,veefriends #1031,0,0,0,0,0,0,0,0,0,0,0.0,294
1032,veefriends #1032,0,0,0,0,0,0,0,0,0,0,0.0,295
1033,veefriends #1033,0,0,0,0,0,0,0,0,0,0,0.0,296
1034,veefriends #1034,0,0,0,0,0,0,0,0,0,0,0.0,297
1035,veefriends #1035,0,0,0,0,0,0,0,0,0,0,0.0,298
1036,veefriends #1036,0,0,0,0,0,0,0,0,0,0,0.0,299
1037,veefriends #1037,0,0,0,0,0,0,0,0,0,0,0.0,300
1038,veefriends #1038,0,0,0,0,0,0,0,0,0,0,0.0,301
1039,veefriends #1039,0,0,0,0,0,0,0,0,0,0,0.0,302
104,veefriends #104,0,0,0,0,0,0,0,0,0,0,0.0,303
1040,veefriends #1040,0,0,0,0,0,0,0,0,0,0,0.0,304
1041,veefriends #1041,0,0,0,0,0,0,0,0,0,0,0.0,305
1042,veefriends #1042,0,0,0,0,0,0,0,0,0,0,0.0,306
1043,veefriends #1043,0,0,0,0,0,0,0,0,0,0,0.0,307
1044,veefriends #1044,0,0,0,0,0,0,0,0,0,0,0.0,308
1045,veefriends #1045,0,0,0,0,0,0,0,0,0,0,0.0,309
1046,veefriends #1046,0,0,0,0,0,0,0,0,0,0,0.0,310
1047,veefriends #1047,0,0,0,0,0,0,0,0,0,0,0.0,311
1048,veefriends #1048,0,0,0,0,0,0,0,0,0,0,0.0,312
1049,veefriends #1049,0,0,0,0,0,0,0,0,0,0,0.0,313
105,veefriends #105,0,0,0,0,0,0,0,0,0,0,0.0,314
1050,veefriends #1050,0,0,0,0,0,0,0,0,0,0,0.0,315
1051,veefriends #1051,0,0,0,0,0,0,0,0,0,0,0.0,316
1052,veefriends #1052,0,0,0,0,0,0,0,0,0,0,0.0,317
1053,veefriends #1053,0,0,0,0,0,0,0,0,0,0,0.0,318
1054,veefriends #1054,0,0,0,0,0,0,0,0,0,0,0.0,319
1055,veefriends #1055,0,0,0,0,0,0,0,0,0,0,0.0,320
1056,veefriends #1056,0,0,0,0,0,0,0,0,0,0,0.0,321
1057,veefriends #1057,0,0,0,0,0,0,0,0,0,0,0.0,322
1058,veefriends #1058,0,0,0,0,0,0,0,0,0,0,0.0,323
1059,veefriends #1059,0,0,0,0,0,0,0,0,0,0,0.0,324
106,veefriends #106,0,0,0,0,0,0,0,0,0,0,0.0,325
1060,veefriends #1060,0,0,0,0,0,0,0,0,0,0,0.0,326
1061,veefriends #1061,0,0,0,0,0,0,0,0,0,0,0.0,327
1062,veefriends #1062,0,0,0,0,0,0,0,0,0,0,0.0,328
1063,veefriends #1063,0,0,0,0,0,0,0,0,0,0,0.0,329
1064,veefriends #1064,0,0,0,0,0,0,0,0,0,0,0.0,330
1065,veefriends #1065,0,0,0,0,0,0,0,0,0,0,0.0,331
1066,veefriends #1066,0,0,0,0,0,0,0,0,0,0,0.0,332
1067,veefriends #1067,0,0,0,0,0,0,0,0,0,0,0.0,333
1068,veefriends #1068,0,0,0,0,0,0,0,0,0,0,0.0,334
1069,veefriends #1069,0,0,0,0,0,0,0,0,0,0,0.0,335
107,veefriends #107,0,0,0,0,0,0,0,0,0,0,0.0,336
1070,veefriends #1070,0,0,0,0,0,0,0,0,0,0,0.0,337
1071,veefriends #1071,0,0,0,0,0,0,0,0,0,0,0.0,338
1072,veefriends #1072,0,0,0,0,0,0,0,0,0,0,0.0,339
1073,veefriends #1073,0,0,0,0,0,0,0,0,0,0,0.0,340
1074,veefriends #1074,0,0,0,0,0,0,0,0,0,0,0.0,341
1075,veefriends #1075,0,0,0,0,0,0,0,0,0,0,0.0,342
1076,veefriends #1076,0,0,0,0,0,0,0,0,0,0,0.0,343
1077,veefriends #1077,0,0,0,0,0,0,0,0,0,0,0.0,344
1078,veefriends #1078,0,0,0,0,0,0,0,0,0,0,0.0,345
1079,veefriends #1079,0,0,0,0,0,0,0,0,0,0,0.0,346
108,veefriends #108,0,0,0,0,0,0,0,0,0,0,0.0,347
1080,veefriends #1080,0,0,0,0,0,0,0,0,0,0,0.0,348
1081,veefriends #1081,0,0,0,0,0,0,0,0,0,0,0.0,349
1082,veefriends #1082,0,0,0,0,0,0,0,0,0,0,0.0,350
1083,veefriends #1083,0,0,0,0,0,0,0,0,0,0,0.0,351
1084,veefriends #1084,0,0,0,0,0,0,0,0,0,0,0.0,352
1085,veefriends #1085,0,0,0,0,0,0,0,0,0,0,0.0,353
1086,veefriends #1086,0,0,0,0,0,0,0,0,0,0,0.0,354
1087,veefriends #1087,0,0,0,0,0,0,0,0,0,0,0.0,355
1088,veefriends #1088,0,0,0,0,0,0,0,0,0,0,0.0,356
1089,veefriends #1089,0,0,0,0,0,0,0,0,0,0,0.0,357
109,veefriends #109,0,0,0,0,0,0,0,0,0,0,0.0,358
1090,veefriends #1090,0,0,0,0,0,0,0,0,0,0,0.0,359
1091,veefriends #1091,0,0,0,0,0,0,0,0,0,0,0.0,360
1092,veefriends #1092,0,0,0,0,0,0,0,0,0,0,0.0,361
1093,veefriends #1093,0,0,0,0,0,0,0,0,0,0,0.0,362
1094,veefriends #1094,0,0,0,0,0,0,0,0,0,0,0.0,363
1095,veefriends #1095,0,0,0,0,0,0,0,0,0,0,0.0,364
1096,veefriends #1096,0,0,0,0,0,0,0,0,0,0,0.0,365
1097,veefriends #1097,0,0,0,0,0,0,0,0,0,0,0.0,366
1098,veefriends #1098,0,0,0,0,0,0,0,0,0,0,0.0,367
1099,veefriends #1099,0,0,0,0,0,0,0,0,0,0,0.0,368
11,veefriends #11,0,0,0,0,0,0,0,0,0,0,0.0,369
110,veefriends #110,0,0,0,0,0,0,0,0,0,0,0.0,370
1100,veefriends #1100,0,0,0,0,0,0,0,0,0,0,0.0,371
1101,veefriends #1101,0,0,0,0,0,0,0,0,0,0,0.0,372
1102,veefriends #1102,0,0,0,0,0,0,0,0,0,0,0.0,373
1103,veefriends #1103,0,0,0,0,0,0,0,0,0,0,0.0,374
1104,veefriends #1104,0,0,0,0,0,0,0,0,0,0,0.0,375
