TOKEN_ID,TOKEN_NAME,Background,Weapon,Power,Speed,Accuracy,NUM_TRAITS,RARITY_SCORE,Rank
8511,Great Banana Weapon 8511,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,53
8682,Great Banana Weapon 8682,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,54
4872,Great Banana Weapon 4872,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,55
8525,Great Banana Weapon 8525,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,56
4688,Great Banana Weapon 4688,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,57
843,Great Banana Weapon 843,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,58
702,Great Banana Weapon 702,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,59
5345,Great Banana Weapon 5345,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,60
8547,Great Banana Weapon 8547,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,61
5324,Great Banana Weapon 5324,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,62
5071,Great Banana Weapon 5071,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,63
5083,Great Banana Weapon 5083,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,64
5248,Great Banana Weapon 5248,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,65
5566,Great Banana Weapon 5566,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,66
8463,Great Banana Weapon 8463,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,67
1098,Great Banana Weapon 1098,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,68
6023,Great Banana Weapon 6023,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,69
1095,Great Banana Weapon 1095,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,70
479,Great Banana Weapon 479,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,71
6135,Great Banana Weapon 6135,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,72
6106,Great Banana Weapon 6106,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,73
8335,Great Banana Weapon 8335,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,74
1079,Great Banana Weapon 1079,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,75
1077,Great Banana Weapon 1077,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,76
8887,Great Banana Weapon 8887,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,77
9866,Great Banana Weapon 9866,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,78
4624,Great Banana Weapon 4624,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,79
4223,Great Banana Weapon 4223,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,80
1047,Great Banana Weapon 1047,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,81
4264,Great Banana Weapon 4264,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,82
4286,Great Banana Weapon 4286,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,83
5861,Great Banana Weapon 5861,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,84
1011,Great Banana Weapon 1011,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,85
8827,Great Banana Weapon 8827,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,86
966,Great Banana Weapon 966,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,87
9416,Great Banana Weapon 9416,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,88
6479,Great Banana Weapon 6479,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,89
78,Great Banana Weapon 78,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,90
7636,Great Banana Weapon 7636,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,91
7793,Great Banana Weapon 7793,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,92
7896,Great Banana Weapon 7896,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,93
7626,Great Banana Weapon 7626,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,94
2093,Great Banana Weapon 2093,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,95
1865,Great Banana Weapon 1865,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,96
73,Great Banana Weapon 73,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,97
7763,Great Banana Weapon 7763,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,98
2016,Great Banana Weapon 2016,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,99
2045,Great Banana Weapon 2045,40,100,21.05263158,36.36363636,166.6666667,20,384.0829346,100
5315,Great Banana Weapon 5315,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,101
5560,Great Banana Weapon 5560,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,102
2847,Great Banana Weapon 2847,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,103
4921,Great Banana Weapon 4921,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,104
236,Great Banana Weapon 236,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,105
8877,Great Banana Weapon 8877,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,106
4113,Great Banana Weapon 4113,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,107
7890,Great Banana Weapon 7890,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,108
7752,Great Banana Weapon 7752,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,109
67,Great Banana Weapon 67,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,110
5553,Great Banana Weapon 5553,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,111
646,Great Banana Weapon 646,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,112
4930,Great Banana Weapon 4930,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,113
68,Great Banana Weapon 68,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,114
9693,Great Banana Weapon 9693,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,115
3487,Great Banana Weapon 3487,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,116
6979,Great Banana Weapon 6979,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,117
4935,Great Banana Weapon 4935,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,118
5531,Great Banana Weapon 5531,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,119
6963,Great Banana Weapon 6963,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,120
2938,Great Banana Weapon 2938,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,121
9513,Great Banana Weapon 9513,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,122
1425,Great Banana Weapon 1425,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,123
233,Great Banana Weapon 233,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,124
1762,Great Banana Weapon 1762,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,125
9861,Great Banana Weapon 9861,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,126
9255,Great Banana Weapon 9255,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,127
8472,Great Banana Weapon 8472,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,128
8378,Great Banana Weapon 8378,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,129
5084,Great Banana Weapon 5084,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,130
1443,Great Banana Weapon 1443,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,131
3865,Great Banana Weapon 3865,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,132
1758,Great Banana Weapon 1758,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,133
9510,Great Banana Weapon 9510,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,134
5965,Great Banana Weapon 5965,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,135
2788,Great Banana Weapon 2788,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,136
4745,Great Banana Weapon 4745,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,137
6607,Great Banana Weapon 6607,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,138
9042,Great Banana Weapon 9042,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,139
2800,Great Banana Weapon 2800,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,140
7082,Great Banana Weapon 7082,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,141
4229,Great Banana Weapon 4229,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,142
2816,Great Banana Weapon 2816,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,143
5592,Great Banana Weapon 5592,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,144
9507,Great Banana Weapon 9507,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,145
2947,Great Banana Weapon 2947,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,146
8077,Great Banana Weapon 8077,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,147
1398,Great Banana Weapon 1398,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,148
9058,Great Banana Weapon 9058,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,149
4107,Great Banana Weapon 4107,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,150
443,Great Banana Weapon 443,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,151
8303,Great Banana Weapon 8303,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,152
3429,Great Banana Weapon 3429,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,153
3243,Great Banana Weapon 3243,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,154
5480,Great Banana Weapon 5480,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,155
3961,Great Banana Weapon 3961,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,156
6782,Great Banana Weapon 6782,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,157
303,Great Banana Weapon 303,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,158
3289,Great Banana Weapon 3289,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,159
1927,Great Banana Weapon 1927,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,160
8293,Great Banana Weapon 8293,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,161
1897,Great Banana Weapon 1897,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,162
6736,Great Banana Weapon 6736,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,163
4974,Great Banana Weapon 4974,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,164
3922,Great Banana Weapon 3922,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,165
4952,Great Banana Weapon 4952,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,166
1822,Great Banana Weapon 1822,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,167
3930,Great Banana Weapon 3930,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,168
9089,Great Banana Weapon 9089,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,169
6264,Great Banana Weapon 6264,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,170
316,Great Banana Weapon 316,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,171
3361,Great Banana Weapon 3361,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,172
1818,Great Banana Weapon 1818,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,173
3379,Great Banana Weapon 3379,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,174
1980,Great Banana Weapon 1980,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,175
5465,Great Banana Weapon 5465,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,176
465,Great Banana Weapon 465,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,177
8312,Great Banana Weapon 8312,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,178
9516,Great Banana Weapon 9516,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,179
3099,Great Banana Weapon 3099,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,180
5519,Great Banana Weapon 5519,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,181
3458,Great Banana Weapon 3458,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,182
4998,Great Banana Weapon 4998,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,183
6122,Great Banana Weapon 6122,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,184
8127,Great Banana Weapon 8127,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,185
4069,Great Banana Weapon 4069,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,186
3017,Great Banana Weapon 3017,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,187
7730,Great Banana Weapon 7730,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,188
3042,Great Banana Weapon 3042,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,189
8686,Great Banana Weapon 8686,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,190
3450,Great Banana Weapon 3450,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,191
1881,Great Banana Weapon 1881,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,192
701,Great Banana Weapon 701,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,193
6847,Great Banana Weapon 6847,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,194
1361,Great Banana Weapon 1361,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,195
7836,Great Banana Weapon 7836,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,196
5514,Great Banana Weapon 5514,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,197
4038,Great Banana Weapon 4038,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,198
3437,Great Banana Weapon 3437,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,199
436,Great Banana Weapon 436,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,200
4017,Great Banana Weapon 4017,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,201
893,Great Banana Weapon 893,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,202
9644,Great Banana Weapon 9644,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,203
7834,Great Banana Weapon 7834,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,204
7177,Great Banana Weapon 7177,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,205
5939,Great Banana Weapon 5939,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,206
1045,Great Banana Weapon 1045,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,207
2509,Great Banana Weapon 2509,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,208
582,Great Banana Weapon 582,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,209
6387,Great Banana Weapon 6387,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,210
4727,Great Banana Weapon 4727,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,211
2483,Great Banana Weapon 2483,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,212
976,Great Banana Weapon 976,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,213
2489,Great Banana Weapon 2489,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,214
2494,Great Banana Weapon 2494,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,215
780,Great Banana Weapon 780,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,216
979,Great Banana Weapon 979,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,217
84,Great Banana Weapon 84,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,218
4549,Great Banana Weapon 4549,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,219
4595,Great Banana Weapon 4595,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,220
7367,Great Banana Weapon 7367,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,221
9591,Great Banana Weapon 9591,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,222
4415,Great Banana Weapon 4415,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,223
5786,Great Banana Weapon 5786,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,224
6421,Great Banana Weapon 6421,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,225
3731,Great Banana Weapon 3731,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,226
7616,Great Banana Weapon 7616,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,227
2516,Great Banana Weapon 2516,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,228
6464,Great Banana Weapon 6464,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,229
1750,Great Banana Weapon 1750,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,230
5608,Great Banana Weapon 5608,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,231
6399,Great Banana Weapon 6399,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,232
776,Great Banana Weapon 776,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,233
9441,Great Banana Weapon 9441,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,234
2295,Great Banana Weapon 2295,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,235
4716,Great Banana Weapon 4716,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,236
2319,Great Banana Weapon 2319,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,237
2320,Great Banana Weapon 2320,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,238
2328,Great Banana Weapon 2328,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,239
2245,Great Banana Weapon 2245,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,240
9792,Great Banana Weapon 9792,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,241
4681,Great Banana Weapon 4681,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,242
5153,Great Banana Weapon 5153,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,243
4475,Great Banana Weapon 4475,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,244
3667,Great Banana Weapon 3667,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,245
7776,Great Banana Weapon 7776,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,246
2401,Great Banana Weapon 2401,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,247
2414,Great Banana Weapon 2414,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,248
4474,Great Banana Weapon 4474,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,249
376,Great Banana Weapon 376,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,250
3624,Great Banana Weapon 3624,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,251
1547,Great Banana Weapon 1547,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,252
3611,Great Banana Weapon 3611,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,253
3745,Great Banana Weapon 3745,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,254
8768,Great Banana Weapon 8768,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,255
9668,Great Banana Weapon 9668,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,256
734,Great Banana Weapon 734,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,257
9283,Great Banana Weapon 9283,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,258
9428,Great Banana Weapon 9428,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,259
5198,Great Banana Weapon 5198,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,260
7246,Great Banana Weapon 7246,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,261
4315,Great Banana Weapon 4315,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,262
9949,Great Banana Weapon 9949,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,263
2052,Great Banana Weapon 2052,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,264
553,Great Banana Weapon 553,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,265
5883,Great Banana Weapon 5883,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,266
1514,Great Banana Weapon 1514,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,267
8032,Great Banana Weapon 8032,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,268
9996,Great Banana Weapon 9996,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,269
4839,Great Banana Weapon 4839,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,270
2726,Great Banana Weapon 2726,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,271
4275,Great Banana Weapon 4275,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,272
7761,Great Banana Weapon 7761,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,273
7196,Great Banana Weapon 7196,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,274
3842,Great Banana Weapon 3842,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,275
1039,Great Banana Weapon 1039,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,276
3561,Great Banana Weapon 3561,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,277
9435,Great Banana Weapon 9435,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,278
363,Great Banana Weapon 363,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,279
609,Great Banana Weapon 609,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,280
8598,Great Banana Weapon 8598,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,281
4356,Great Banana Weapon 4356,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,282
162,Great Banana Weapon 162,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,283
9595,Great Banana Weapon 9595,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,284
9315,Great Banana Weapon 9315,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,285
5809,Great Banana Weapon 5809,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,286
7307,Great Banana Weapon 7307,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,287
2224,Great Banana Weapon 2224,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,288
1962,Great Banana Weapon 1962,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,289
1711,Great Banana Weapon 1711,40,100,19.04761905,18.18181818,166.6666667,20,363.8961039,290
